neuron0,0.958896776176475,0.0269135018004633,0.424626005079889
neuron1,0.79936608197138,0.58355579831803,0.164333990385911
neuron0,0.958009222058846,0.0274607264548461,0.425079524730541
neuron1,0.788908665429147,0.566456900909898,0.155361846311281
neuron0,0.957114402706049,0.0280003852864483,0.425529472465693
neuron1,0.777222747237577,0.547321973809228,0.145377229533151
neuron0,0.956212246470613,0.0285325500825227,0.425975899579169
neuron1,0.763981427543421,0.525605459113454,0.134117632724455
neuron0,0.955302679052791,0.0290572895063873,0.426418855895486
neuron1,0.748708632173775,0.500511676241217,0.121203218004487
neuron0,0.954385623461089,0.0295746691572858,0.426858389809379
neuron1,0.730673359811988,0.470816866999807,0.106055123609309
neuron0,0.953460999969531,0.0300847516261459,0.427294548323396
neuron1,0.708671896860043,0.434502123515293,0.0877286161964839
neuron0,0.952528726071647,0.0305875965473535,0.427727377083642
neuron1,0.680521805747024,0.38789871367555,0.0645290790132651
neuron0,0.951588716431074,0.0310832606466517,0.428156920413738
neuron1,0.641674023660163,0.323335561684503,0.032969396153646
neuron0,0.95064088282873,0.0315717977852612,0.428583221347068
neuron1,0.580454204047183,0.220983126959393,-0.0157863419774897
neuron0,0.949685134106459,0.0320532590003134,0.429006321657366
neuron1,0.465477491360966,0.0210311110002785,-0.107983372615924
neuron0,0.948721376107054,0.0325276925416686,0.429426261887702
neuron1,0.453105629119003,-0.137196438680861,-0.185373622706436
neuron0,0.947749511610575,0.0329951439051927,0.42984308137793
neuron1,0.512315629403377,-0.19905997291468,-0.22123221916325
neuron0,0.946769440266824,0.0334556558625485,0.430256818290625
neuron1,0.567836507986773,-0.251065791494955,-0.253421349597744
neuron0,0.945781058523879,0.0339092684875505,0.430667509635571
neuron1,0.617910477114676,-0.297226156173939,-0.283508371942974
neuron0,0.944784259552537,0.0343560191791279,0.431075191292837
neuron1,0.663283197311865,-0.338457643855583,-0.31166174505368
neuron0,0.943778933166547,0.0347959426809219,0.431479898034467
neuron1,0.704653644569862,-0.375524487322873,-0.338026894919566
neuron0,0.942764965738443,0.0352290710975457,0.431881663544829
neuron1,0.742606940431343,-0.409072828581055,-0.362750009642491
neuron0,0.941742240110856,0.0356554339075182,0.432280520439658
neuron1,0.777625606500324,-0.439634193114347,-0.385972146554886
neuron0,0.940710635503085,0.0360750579728784,0.432676500283794
